VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL,ShortSail,Notes
16,166,8.34,152.58,7.998,-7.76,0,Poled Jib,PJ,
16,165,8.41,150.74,7.998,-7.726,0,Poled Jib,PJ,
16,164,8.47,148.91,8.003,-7.693,0,Poled Jib,PJ,
16,163,8.54,147.07,8.013,-7.663,0,Poled Jib,PJ,
16,162,8.61,145.25,8.026,-7.633,0.1,Poled Jib,PJ,
16,161,8.68,143.45,8.038,-7.6,0.2,Poled Jib,PJ,
16,160,8.76,141.69,8.045,-7.56,0.3,Poled Jib,PJ,
16,159,8.85,139.98,8.043,-7.509,0.4,Poled Jib,PJ,
16,158,8.95,138.34,8.034,-7.449,0.5,Poled Jib,PJ,
16,157,9.05,136.75,8.019,-7.381,0.6,Poled Jib,PJ,
16,156,9.16,135.21,7.997,-7.306,0.7,Poled Jib,PJ,
16,155,9.28,133.72,7.972,-7.225,0.8,Poled Jib,PJ,
16,154,9.4,132.26,7.944,-7.14,0.9,Poled Jib,PJ,
16,153,9.52,130.83,7.916,-7.053,1.1,Poled Jib,PJ,
16,152,9.65,129.42,7.891,-6.967,1.2,Poled Jib,PJ,
16,151,9.77,128,7.871,-6.884,1.3,Poled Jib,PJ,
16,150,9.88,126.59,7.855,-6.803,1.4,Poled Jib,PJ,
16,149,10,125.18,7.845,-6.724,1.4,Poled Jib,PJ,
16,148,10.12,123.76,7.841,-6.649,1.5,Poled Jib,PJ,
16,147,10.23,122.33,7.843,-6.578,1.6,Poled Jib,PJ,
16,146,10.34,120.89,7.852,-6.509,1.7,Poled Jib,PJ,
16,145,10.45,119.43,7.867,-6.444,1.7,Poled Jib,PJ,
16,144,10.56,117.97,7.888,-6.381,1.8,Poled Jib,PJ,
16,143,10.67,116.51,7.914,-6.32,1.8,Poled Jib,PJ,
16,142,10.78,115.04,7.944,-6.26,1.8,Poled Jib,PJ,
16,141,10.9,113.58,7.977,-6.199,1.9,Poled Jib,PJ,
16,140,11.01,112.13,8.012,-6.137,1.9,Poled Jib,PJ,
16,139,11.13,110.7,8.046,-6.073,2,Poled Jib,PJ,
16,138,11.25,109.29,8.081,-6.005,2,Poled Jib,PJ,
16,137,11.37,107.9,8.115,-5.935,2,Poled Jib,PJ,
16,136,11.5,106.53,8.147,-5.861,2.1,Poled Jib,PJ,
16,135,11.63,105.18,8.179,-5.783,2.1,Poled Jib,PJ,
16,172.2,8.04,164.36,7.98,-7.906,-0.1,Poled Jib,PJ,OPTIMAL
16,45.3,22.09,29.33,7.983,5.619,16.6,Jib,J,OPTIMAL
16,180,8.57,180,7.723,-7.723,0.1,Asym Spin tacked on CL,AS,
16,165,8.69,150.96,8.143,-7.866,0.8,Asym Spin tacked on CL,AS,
16,150,9.69,122.78,8.868,-7.68,2,Asym Spin tacked on CL,AS,
16,135,11.69,99.86,9.522,-6.733,4.1,Asym Spin tacked on CL,AS,
16,120,14.22,81.89,10.108,-5.054,9.9,Asym Spin tacked on CL,AS,
16,110,15.94,71.63,10.366,-3.545,17.1,Asym Spin tacked on CL,AS,
16,90,18.9,56.09,10.01,0,22.5,Asym Spin tacked on CL,AS,
16,80,20.14,49.54,9.704,1.685,22.5,Asym Spin tacked on CL,AS,
16,75,20.68,46.39,9.531,2.467,22.5,Asym Spin tacked on CL,AS,
16,70,21.16,43.32,9.337,3.194,22.4,Asym Spin tacked on CL,AS,
16,60,21.89,37.47,8.848,4.424,21.8,Asym Spin tacked on CL,AS,
16,161.5,8.82,144.1,8.307,-7.877,1,Asym Spin tacked on CL,AS,OPTIMAL
16,180,8.35,180,7.495,-7.495,0.2,Jib,J,
16,165,8.52,151.23,7.835,-7.568,1.1,Jib,J,
16,150,9.63,124.65,8.246,-7.141,1.9,Jib,J,
16,135,11.47,102.5,8.718,-6.165,2.9,Jib,J,
16,120,13.78,84.18,9.309,-4.654,4.7,Jib,J,
16,110,15.46,73.85,9.668,-3.307,8.2,Jib,J,
16,90,18.56,55.8,9.992,0,20.4,Jib,J,
16,80,19.8,49.01,9.763,1.695,21.5,Jib,J,
16,75,20.36,45.87,9.623,2.491,21.3,Jib,J,
16,70,20.86,42.81,9.465,3.237,21.2,Jib,J,
16,60,21.67,36.94,9.076,4.538,20.5,Jib,J,
16,52,22.07,32.58,8.628,5.312,19.1,Jib,J,
16,169.6,8.36,160.07,7.718,-7.592,0.8,Jib,J,OPTIMAL
16,180,8.12,180,7.757,-7.757,-0.2,Poled Jib,PJ,
16,165,8.41,150.74,7.998,-7.726,0,Poled Jib,PJ,
16,150,9.88,126.59,7.855,-6.803,1.4,Poled Jib,PJ,
16,135,11.63,105.18,8.179,-5.783,2.1,Poled Jib,PJ,
16,172.2,8.04,164.36,7.98,-7.906,-0.1,Poled Jib,PJ,OPTIMAL
16,45.3,22.09,29.33,7.983,5.619,16.6,Jib,J,OPTIMAL
20,180,11.47,180,8.904,-8.904,0.3,Asym Spin tacked on CL,AS,
20,179,11.46,178.22,8.912,-8.91,0.3,Asym Spin tacked on CL,AS,
20,178,11.46,176.44,8.922,-8.916,0.4,Asym Spin tacked on CL,AS,
20,177,11.46,174.66,8.933,-8.921,0.4,Asym Spin tacked on CL,AS,
20,176,11.46,172.88,8.946,-8.925,0.5,Asym Spin tacked on CL,AS,
20,175,11.47,171.09,8.961,-8.927,0.6,Asym Spin tacked on CL,AS,
20,174,11.48,169.31,8.978,-8.929,0.6,Asym Spin tacked on CL,AS,
20,173,11.49,167.52,8.996,-8.929,0.7,Asym Spin tacked on CL,AS,
20,172,11.51,165.74,9.016,-8.929,0.8,Asym Spin tacked on CL,AS,
20,171,11.53,163.96,9.038,-8.927,0.8,Asym Spin tacked on CL,AS,
20,170,11.55,162.17,9.061,-8.923,0.9,Asym Spin tacked on CL,AS,
20,169,11.58,160.39,9.086,-8.919,1,Asym Spin tacked on CL,AS,
20,168,11.61,158.61,9.112,-8.913,1,Asym Spin tacked on CL,AS,
20,167,11.65,156.83,9.14,-8.905,1.1,Asym Spin tacked on CL,AS,
20,166,11.68,155.06,9.169,-8.897,1.2,Asym Spin tacked on CL,AS,
20,165,11.73,153.29,9.2,-8.886,1.3,Asym Spin tacked on CL,AS,
20,164,11.77,151.52,9.232,-8.874,1.3,Asym Spin tacked on CL,AS,
20,163,11.82,149.76,9.266,-8.861,1.4,Asym Spin tacked on CL,AS,
20,162,11.88,148,9.301,-8.846,1.5,Asym Spin tacked on CL,AS,
20,161,11.93,146.25,9.338,-8.829,1.6,Asym Spin tacked on CL,AS,
20,160,11.99,144.5,9.376,-8.81,1.7,Asym Spin tacked on CL,AS,
20,159,12.06,142.77,9.415,-8.789,1.8,Asym Spin tacked on CL,AS,
20,158,12.13,141.04,9.454,-8.766,1.9,Asym Spin tacked on CL,AS,
20,157,12.21,139.32,9.495,-8.74,2,Asym Spin tacked on CL,AS,
20,156,12.28,137.61,9.536,-8.712,2.1,Asym Spin tacked on CL,AS,
20,155,12.37,135.92,9.578,-8.68,2.2,Asym Spin tacked on CL,AS,
20,154,12.46,134.24,9.62,-8.646,2.3,Asym Spin tacked on CL,AS,
20,153,12.55,132.57,9.662,-8.609,2.5,Asym Spin tacked on CL,AS,
20,152,12.65,130.92,9.704,-8.568,2.6,Asym Spin tacked on CL,AS,
20,151,12.75,129.28,9.746,-8.524,2.7,Asym Spin tacked on CL,AS,
20,150,12.86,127.66,9.788,-8.477,2.9,Asym Spin tacked on CL,AS,
20,149,12.97,126.06,9.831,-8.426,3,Asym Spin tacked on CL,AS,
20,148,13.08,124.47,9.872,-8.372,3.2,Asym Spin tacked on CL,AS,
20,147,13.2,122.91,9.914,-8.315,3.4,Asym Spin tacked on CL,AS,
20,146,13.33,121.36,9.956,-8.254,3.5,Asym Spin tacked on CL,AS,
20,145,13.46,119.83,9.997,-8.189,3.7,Asym Spin tacked on CL,AS,
20,144,13.59,118.32,10.038,-8.121,3.9,Asym Spin tacked on CL,AS,
20,143,13.73,116.83,10.079,-8.05,4.1,Asym Spin tacked on CL,AS,
20,142,13.86,115.36,10.12,-7.975,4.3,Asym Spin tacked on CL,AS,
20,141,14.01,113.9,10.161,-7.897,4.6,Asym Spin tacked on CL,AS,
20,140,14.15,112.47,10.202,-7.815,4.8,Asym Spin tacked on CL,AS,
20,139,14.3,111.05,10.244,-7.731,5.1,Asym Spin tacked on CL,AS,
20,138,14.46,109.65,10.285,-7.643,5.4,Asym Spin tacked on CL,AS,
20,137,14.61,108.27,10.326,-7.552,5.8,Asym Spin tacked on CL,AS,
20,136,14.77,106.91,10.368,-7.458,6.2,Asym Spin tacked on CL,AS,
20,135,14.93,105.56,10.409,-7.36,6.6,Asym Spin tacked on CL,AS,
20,134,15.09,104.23,10.451,-7.26,7.1,Asym Spin tacked on CL,AS,
20,133,15.26,102.91,10.493,-7.156,7.6,Asym Spin tacked on CL,AS,
20,132,15.42,101.61,10.535,-7.049,8.1,Asym Spin tacked on CL,AS,
20,131,15.59,100.33,10.576,-6.939,8.6,Asym Spin tacked on CL,AS,
20,130,15.76,99.05,10.618,-6.825,9.2,Asym Spin tacked on CL,AS,
20,129,15.94,97.8,10.66,-6.708,9.8,Asym Spin tacked on CL,AS,
20,128,16.11,96.55,10.701,-6.588,10.3,Asym Spin tacked on CL,AS,
20,127,16.29,95.32,10.742,-6.465,10.9,Asym Spin tacked on CL,AS,
20,126,16.46,94.1,10.783,-6.338,11.6,Asym Spin tacked on CL,AS,
20,125,16.64,92.89,10.823,-6.208,12.2,Asym Spin tacked on CL,AS,
20,124,16.82,91.69,10.863,-6.074,12.9,Asym Spin tacked on CL,AS,
20,123,17,90.51,10.901,-5.937,13.7,Asym Spin tacked on CL,AS,
20,122,17.18,89.33,10.938,-5.796,14.4,Asym Spin tacked on CL,AS,
20,121,17.36,88.16,10.974,-5.652,15.2,Asym Spin tacked on CL,AS,
20,120,17.54,87.01,11.007,-5.503,16.1,Asym Spin tacked on CL,AS,
20,119,17.72,85.86,11.037,-5.351,17,Asym Spin tacked on CL,AS,
20,118,17.89,84.72,11.065,-5.195,17.9,Asym Spin tacked on CL,AS,
20,117,18.06,83.59,11.089,-5.034,18.9,Asym Spin tacked on CL,AS,
20,116,18.23,82.46,11.109,-4.87,19.9,Asym Spin tacked on CL,AS,
20,115,18.4,81.36,11.119,-4.699,20.9,Asym Spin tacked on CL,AS,
20,114,18.56,80.31,11.111,-4.519,22,Asym Spin tacked on CL,AS,
20,113,18.72,79.34,11.085,-4.331,22.7,Asym Spin tacked on CL,AS,
20,112,18.9,78.47,11.055,-4.141,22.7,Asym Spin tacked on CL,AS,
20,111,19.09,77.61,11.024,-3.951,22.8,Asym Spin tacked on CL,AS,
20,110,19.27,76.75,10.994,-3.76,22.8,Asym Spin tacked on CL,AS,
20,109,19.45,75.9,10.963,-3.569,22.8,Asym Spin tacked on CL,AS,
20,108,19.63,75.06,10.931,-3.378,22.8,Asym Spin tacked on CL,AS,
20,107,19.8,74.23,10.899,-3.187,22.8,Asym Spin tacked on CL,AS,
20,106,19.98,73.4,10.867,-2.995,22.8,Asym Spin tacked on CL,AS,
20,105,20.15,72.58,10.835,-2.804,22.8,Asym Spin tacked on CL,AS,
20,104,20.32,71.76,10.802,-2.613,22.9,Asym Spin tacked on CL,AS,
20,103,20.49,70.95,10.769,-2.422,22.9,Asym Spin tacked on CL,AS,
20,102,20.66,70.15,10.735,-2.232,22.9,Asym Spin tacked on CL,AS,
20,101,20.82,69.35,10.701,-2.042,22.9,Asym Spin tacked on CL,AS,
20,100,20.99,68.56,10.667,-1.852,22.9,Asym Spin tacked on CL,AS,
20,99,21.15,67.77,10.633,-1.663,22.9,Asym Spin tacked on CL,AS,
20,98,21.31,66.99,10.599,-1.475,23,Asym Spin tacked on CL,AS,
20,97,21.47,66.21,10.564,-1.287,23,Asym Spin tacked on CL,AS,
20,96,21.62,65.43,10.529,-1.101,23,Asym Spin tacked on CL,AS,
20,95,21.78,64.66,10.494,-0.915,23,Asym Spin tacked on CL,AS,
20,94,21.92,63.86,10.465,-0.73,23,Asym Spin tacked on CL,AS,
20,93,22.05,63.08,10.428,-0.546,23,Asym Spin tacked on CL,AS,
20,92,22.17,62.3,10.392,-0.363,23,Asym Spin tacked on CL,AS,
20,91,22.3,61.53,10.356,-0.181,22.9,Asym Spin tacked on CL,AS,
20,90,22.43,60.76,10.319,0,22.9,Asym Spin tacked on CL,AS,
20,89,22.55,60,10.283,0.18,22.9,Asym Spin tacked on CL,AS,
20,88,22.68,59.24,10.247,0.358,22.9,Asym Spin tacked on CL,AS,
20,87,22.8,58.49,10.21,0.534,22.9,Asym Spin tacked on CL,AS,
20,86,22.92,57.75,10.173,0.71,22.9,Asym Spin tacked on CL,AS,
20,85,23.04,57.01,10.137,0.884,22.9,Asym Spin tacked on CL,AS,
20,84,23.16,56.27,10.1,1.056,22.9,Asym Spin tacked on CL,AS,
20,83,23.28,55.55,10.063,1.226,22.8,Asym Spin tacked on CL,AS,
20,82,23.4,54.82,10.026,1.395,22.8,Asym Spin tacked on CL,AS,
20,81,23.51,54.1,9.988,1.563,22.8,Asym Spin tacked on CL,AS,
20,80,23.63,53.39,9.95,1.728,22.8,Asym Spin tacked on CL,AS,
20,79,23.74,52.68,9.912,1.891,22.8,Asym Spin tacked on CL,AS,
20,78,23.86,51.97,9.874,2.053,22.8,Asym Spin tacked on CL,AS,
20,77,23.97,51.27,9.835,2.212,22.7,Asym Spin tacked on CL,AS,
20,76,24.08,50.58,9.796,2.37,22.7,Asym Spin tacked on CL,AS,
20,75,24.19,49.89,9.756,2.525,22.7,Asym Spin tacked on CL,AS,
20,74,24.3,49.2,9.715,2.678,22.7,Asym Spin tacked on CL,AS,
20,73,24.41,48.52,9.674,2.828,22.7,Asym Spin tacked on CL,AS,
20,72,24.51,47.84,9.632,2.977,22.7,Asym Spin tacked on CL,AS,
20,71,24.61,47.16,9.589,3.122,22.7,Asym Spin tacked on CL,AS,
20,70,24.72,46.5,9.546,3.265,22.6,Asym Spin tacked on CL,AS,
20,69,24.82,45.83,9.501,3.405,22.6,Asym Spin tacked on CL,AS,
20,68,24.92,45.17,9.455,3.542,22.6,Asym Spin tacked on CL,AS,
20,67,25.01,44.51,9.408,3.676,22.6,Asym Spin tacked on CL,AS,
20,66,25.11,43.86,9.36,3.807,22.6,Asym Spin tacked on CL,AS,
20,65,25.2,43.21,9.31,3.935,22.6,Asym Spin tacked on CL,AS,
20,64,25.29,42.57,9.259,4.059,22.5,Asym Spin tacked on CL,AS,
20,63,25.38,41.93,9.206,4.179,22.5,Asym Spin tacked on CL,AS,
20,62,25.47,41.29,9.151,4.296,22.5,Asym Spin tacked on CL,AS,
20,61,25.56,40.66,9.094,4.409,22.5,Asym Spin tacked on CL,AS,
20,60,25.64,40.03,9.035,4.518,22.5,Asym Spin tacked on CL,AS,
20,173.1,11.49,167.68,8.995,-8.929,0.7,Asym Spin tacked on CL,AS,OPTIMAL
20,180,11.07,180,8.731,-8.731,0.4,Jib,J,
20,179,11.06,178.21,8.744,-8.742,0.5,Jib,J,
20,178,11.05,176.41,8.757,-8.752,0.6,Jib,J,
20,177,11.05,174.62,8.772,-8.76,0.7,Jib,J,
20,176,11.05,172.82,8.786,-8.765,0.8,Jib,J,
20,175,11.06,171.02,8.802,-8.768,0.8,Jib,J,
20,174,11.07,169.22,8.818,-8.769,0.9,Jib,J,
20,173,11.08,167.43,8.834,-8.768,1,Jib,J,
20,172,11.1,165.63,8.85,-8.764,1.1,Jib,J,
20,171,11.13,163.84,8.867,-8.758,1.2,Jib,J,
20,170,11.16,162.06,8.884,-8.749,1.3,Jib,J,
20,169,11.19,160.28,8.901,-8.737,1.4,Jib,J,
20,168,11.23,158.5,8.918,-8.723,1.4,Jib,J,
20,167,11.27,156.74,8.935,-8.706,1.5,Jib,J,
20,166,11.32,154.98,8.953,-8.687,1.6,Jib,J,
20,165,11.37,153.23,8.97,-8.664,1.7,Jib,J,
20,164,11.43,151.49,8.988,-8.639,1.8,Jib,J,
20,163,11.49,149.77,9.005,-8.612,1.9,Jib,J,
20,162,11.56,148.06,9.023,-8.581,2,Jib,J,
20,161,11.63,146.35,9.041,-8.548,2,Jib,J,
20,160,11.7,144.67,9.059,-8.512,2.1,Jib,J,
20,159,11.78,142.99,9.077,-8.474,2.2,Jib,J,
20,158,11.87,141.33,9.095,-8.432,2.3,Jib,J,
20,157,11.95,139.69,9.113,-8.389,2.4,Jib,J,
20,156,12.04,138.06,9.131,-8.342,2.4,Jib,J,
20,155,12.14,136.45,9.15,-8.293,2.5,Jib,J,
20,154,12.24,134.85,9.169,-8.241,2.6,Jib,J,
20,153,12.34,133.27,9.188,-8.186,2.7,Jib,J,
20,152,12.44,131.71,9.207,-8.129,2.8,Jib,J,
20,151,12.55,130.16,9.226,-8.069,2.9,Jib,J,
20,150,12.66,128.62,9.246,-8.007,3,Jib,J,
20,149,12.78,127.11,9.266,-7.942,3,Jib,J,
20,148,12.9,125.61,9.286,-7.875,3.1,Jib,J,
20,147,13.02,124.13,9.307,-7.805,3.2,Jib,J,
20,146,13.14,122.66,9.327,-7.733,3.3,Jib,J,
20,145,13.27,121.21,9.348,-7.657,3.4,Jib,J,
20,144,13.4,119.78,9.369,-7.579,3.5,Jib,J,
20,143,13.53,118.36,9.39,-7.499,3.6,Jib,J,
20,142,13.67,116.96,9.411,-7.416,3.7,Jib,J,
20,141,13.81,115.58,9.433,-7.33,3.8,Jib,J,
20,140,13.95,114.21,9.455,-7.243,3.9,Jib,J,
20,139,14.09,112.86,9.477,-7.152,4,Jib,J,
20,138,14.23,111.52,9.5,-7.06,4.1,Jib,J,
20,137,14.38,110.2,9.523,-6.965,4.2,Jib,J,
20,136,14.53,108.88,9.547,-6.868,4.3,Jib,J,
20,135,14.68,107.59,9.572,-6.769,4.4,Jib,J,
20,134,14.83,106.3,9.598,-6.667,4.6,Jib,J,
20,133,14.98,105.03,9.624,-6.564,4.7,Jib,J,
20,132,15.14,103.77,9.651,-6.458,4.8,Jib,J,
20,131,15.3,102.52,9.679,-6.35,5,Jib,J,
20,130,15.46,101.28,9.708,-6.24,5.2,Jib,J,
20,129,15.62,100.05,9.738,-6.128,5.3,Jib,J,
20,128,15.78,98.84,9.768,-6.014,5.5,Jib,J,
20,127,15.94,97.64,9.799,-5.897,5.8,Jib,J,
20,126,16.11,96.44,9.831,-5.778,6,Jib,J,
20,125,16.27,95.26,9.863,-5.657,6.3,Jib,J,
20,124,16.44,94.09,9.896,-5.534,6.6,Jib,J,
20,123,16.61,92.93,9.93,-5.408,6.9,Jib,J,
20,122,16.78,91.78,9.964,-5.28,7.3,Jib,J,
20,121,16.95,90.64,9.998,-5.149,7.6,Jib,J,
20,120,17.12,89.5,10.032,-5.016,8,Jib,J,
20,119,17.3,88.38,10.067,-4.88,8.4,Jib,J,
20,118,17.47,87.27,10.101,-4.742,8.8,Jib,J,
20,117,17.64,86.17,10.135,-4.601,9.3,Jib,J,
20,116,17.82,85.07,10.169,-4.458,9.7,Jib,J,
20,115,17.99,83.99,10.203,-4.312,10.2,Jib,J,
20,114,18.17,82.91,10.236,-4.163,10.7,Jib,J,
20,113,18.35,81.84,10.269,-4.012,11.3,Jib,J,
20,112,18.52,80.78,10.3,-3.858,11.8,Jib,J,
20,111,18.7,79.73,10.331,-3.702,12.4,Jib,J,
20,110,18.87,78.68,10.361,-3.543,13,Jib,J,
20,109,19.05,77.64,10.389,-3.382,13.7,Jib,J,
20,108,19.22,76.6,10.416,-3.219,14.3,Jib,J,
20,107,19.39,75.57,10.441,-3.053,15,Jib,J,
20,106,19.56,74.54,10.464,-2.884,15.7,Jib,J,
20,105,19.73,73.52,10.485,-2.714,16.5,Jib,J,
20,104,19.9,72.5,10.503,-2.541,17.2,Jib,J,
20,103,20.06,71.49,10.519,-2.366,18,Jib,J,
20,102,20.22,70.47,10.531,-2.189,18.8,Jib,J,
20,101,20.38,69.46,10.54,-2.011,19.7,Jib,J,
20,100,20.53,68.45,10.543,-1.831,20.6,Jib,J,
20,99,20.67,67.47,10.536,-1.648,21.5,Jib,J,
20,98,20.81,66.53,10.517,-1.464,22.2,Jib,J,
20,97,20.97,65.74,10.495,-1.279,22.2,Jib,J,
20,96,21.13,64.95,10.472,-1.094,22.2,Jib,J,
20,95,21.29,64.17,10.448,-0.911,22.2,Jib,J,
20,94,21.45,63.38,10.431,-0.728,22.2,Jib,J,
20,93,21.6,62.61,10.405,-0.544,22.2,Jib,J,
20,92,21.76,61.84,10.379,-0.362,22.2,Jib,J,
20,91,21.91,61.08,10.353,-0.181,22.2,Jib,J,
20,90,22.05,60.33,10.326,0,22.2,Jib,J,
20,89,22.2,59.58,10.299,0.18,22.2,Jib,J,
20,88,22.35,58.83,10.272,0.359,22.2,Jib,J,
20,87,22.49,58.09,10.244,0.536,22.2,Jib,J,
20,86,22.63,57.36,10.215,0.713,22.2,Jib,J,
20,85,22.77,56.63,10.187,0.888,22.2,Jib,J,
20,84,22.9,55.9,10.157,1.062,22.2,Jib,J,
20,83,23.04,55.18,10.128,1.234,22.2,Jib,J,
20,82,23.17,54.46,10.097,1.405,22.2,Jib,J,
20,81,23.3,53.75,10.067,1.575,22.2,Jib,J,
20,80,23.43,53.04,10.036,1.743,22.2,Jib,J,
20,79,23.55,52.33,10.004,1.909,22.2,Jib,J,
20,78,23.68,51.63,9.972,2.073,22.2,Jib,J,
20,77,23.8,50.93,9.939,2.236,22.2,Jib,J,
20,76,23.92,50.24,9.906,2.397,22.1,Jib,J,
20,75,24.03,49.54,9.872,2.555,22.1,Jib,J,
20,74,24.15,48.86,9.838,2.712,22.1,Jib,J,
20,73,24.26,48.17,9.803,2.866,22.1,Jib,J,
20,72,24.37,47.49,9.768,3.019,22.1,Jib,J,
20,71,24.48,46.82,9.732,3.168,22,Jib,J,
20,70,24.58,46.15,9.695,3.316,22,Jib,J,
20,69,24.69,45.48,9.658,3.461,22,Jib,J,
20,68,24.79,44.81,9.62,3.604,21.9,Jib,J,
20,67,24.88,44.15,9.582,3.744,21.9,Jib,J,
20,66,24.98,43.49,9.542,3.881,21.8,Jib,J,
20,65,25.07,42.83,9.502,4.016,21.8,Jib,J,
20,64,25.16,42.18,9.46,4.147,21.7,Jib,J,
20,63,25.25,41.53,9.418,4.276,21.7,Jib,J,
20,62,25.33,40.89,9.374,4.401,21.6,Jib,J,
20,61,25.41,40.24,9.33,4.523,21.6,Jib,J,
20,60,25.49,39.61,9.283,4.642,21.5,Jib,J,
20,59,25.56,38.97,9.236,4.757,21.4,Jib,J,
20,58,25.63,38.34,9.186,4.868,21.3,Jib,J,
20,57,25.7,37.72,9.135,4.975,21.2,Jib,J,
20,56,25.76,37.1,9.082,5.079,21.1,Jib,J,
20,55,25.82,36.48,9.026,5.177,21,Jib,J,
20,54,25.88,35.87,8.968,5.271,20.9,Jib,J,
20,53,25.93,35.27,8.907,5.36,20.7,Jib,J,
20,52,25.97,34.67,8.842,5.444,20.6,Jib,J,
20,51,26.01,34.07,8.773,5.521,20.4,Jib,J,
20,50,26.05,33.49,8.7,5.592,20.2,Jib,J,
20,49,26.07,32.91,8.621,5.656,20,Jib,J,
20,48,26.09,32.36,8.535,5.711,19.7,Jib,J,
20,47,26.11,31.82,8.441,5.757,19.4,Jib,J,
20,46,26.11,31.29,8.336,5.791,19,Jib,J,
20,45,26.09,30.78,8.218,5.811,18.6,Jib,J,
20,44,26.06,30.29,8.08,5.813,18.1,Jib,J,
20,43,26,29.83,7.916,5.789,17.5,Jib,J,
20,42,25.91,29.42,7.715,5.733,16.9,Jib,J,
20,41,25.78,29.06,7.467,5.636,16.1,Jib,J,
20,40,25.6,28.76,7.172,5.494,15.2,Jib,J,
20,39,25.4,28.48,6.849,5.323,14.2,Jib,J,
20,38,25.14,28.26,6.47,5.098,12.9,Jib,J,
20,37,24.57,28.5,5.739,4.583,10.6,Jib,J,
20,174.1,11.07,169.37,8.816,-8.769,0.9,Jib,J,OPTIMAL
20,180,10.9,180,8.94,-8.94,-0.3,Poled Jib,PJ,
20,179,10.88,178.18,8.96,-8.958,-0.3,Poled Jib,PJ,
20,178,10.87,176.35,8.982,-8.976,-0.3,Poled Jib,PJ,
20,177,10.86,174.51,9.005,-8.993,-0.3,Poled Jib,PJ,
20,176,10.85,172.67,9.029,-9.007,-0.3,Poled Jib,PJ,
20,175,10.85,170.83,9.053,-9.019,-0.3,Poled Jib,PJ,
20,174,10.86,168.99,9.076,-9.026,-0.3,Poled Jib,PJ,
20,173,10.87,167.15,9.096,-9.028,-0.2,Poled Jib,PJ,
20,172,10.89,165.31,9.114,-9.025,-0.2,Poled Jib,PJ,
20,171,10.92,163.48,9.128,-9.016,-0.2,Poled Jib,PJ,
20,170,10.96,161.67,9.138,-8.999,-0.2,Poled Jib,PJ,
20,169,11.01,159.88,9.142,-8.974,-0.1,Poled Jib,PJ,
20,168,11.06,158.11,9.142,-8.942,-0.1,Poled Jib,PJ,
20,167,11.13,156.36,9.138,-8.904,-0.1,Poled Jib,PJ,
20,166,11.2,154.62,9.133,-8.861,-0.1,Poled Jib,PJ,
20,165,11.27,152.9,9.129,-8.817,-0.1,Poled Jib,PJ,
20,164,11.35,151.19,9.127,-8.773,0,Poled Jib,PJ,
20,163,11.43,149.5,9.127,-8.729,0,Poled Jib,PJ,
20,162,11.51,147.8,9.132,-8.685,0.1,Poled Jib,PJ,
20,161,11.59,146.12,9.14,-8.642,0.1,Poled Jib,PJ,
20,160,11.67,144.45,9.148,-8.596,0.3,Poled Jib,PJ,
20,159,11.76,142.8,9.154,-8.546,0.4,Poled Jib,PJ,
20,158,11.86,141.19,9.155,-8.489,0.5,Poled Jib,PJ,
20,157,11.97,139.62,9.15,-8.423,0.7,Poled Jib,PJ,
20,156,12.08,138.08,9.139,-8.349,0.9,Poled Jib,PJ,
20,155,12.2,136.58,9.123,-8.268,1.1,Poled Jib,PJ,
20,154,12.32,135.11,9.103,-8.182,1.2,Poled Jib,PJ,
20,153,12.45,133.68,9.08,-8.09,1.4,Poled Jib,PJ,
20,152,12.59,132.27,9.054,-7.995,1.6,Poled Jib,PJ,
20,151,12.72,130.88,9.029,-7.897,1.7,Poled Jib,PJ,
20,150,12.85,129.51,9.007,-7.8,1.9,Poled Jib,PJ,
20,149,12.99,128.14,8.987,-7.704,2,Poled Jib,PJ,
20,148,13.12,126.78,8.972,-7.609,2.2,Poled Jib,PJ,
20,147,13.26,125.42,8.96,-7.515,2.3,Poled Jib,PJ,
20,146,13.39,124.06,8.953,-7.423,2.4,Poled Jib,PJ,
20,145,13.52,122.71,8.951,-7.332,2.5,Poled Jib,PJ,
20,144,13.65,121.35,8.953,-7.243,2.6,Poled Jib,PJ,
20,143,13.78,120,8.959,-7.155,2.7,Poled Jib,PJ,
20,142,13.91,118.64,8.969,-7.068,2.8,Poled Jib,PJ,
20,141,14.04,117.29,8.983,-6.981,2.8,Poled Jib,PJ,
20,140,14.18,115.94,9,-6.894,2.9,Poled Jib,PJ,
20,139,14.31,114.6,9.019,-6.807,3,Poled Jib,PJ,
20,138,14.45,113.27,9.04,-6.718,3,Poled Jib,PJ,
20,137,14.58,111.95,9.062,-6.628,3.1,Poled Jib,PJ,
20,136,14.72,110.65,9.084,-6.535,3.1,Poled Jib,PJ,
20,135,14.86,109.36,9.106,-6.439,3.2,Poled Jib,PJ,
20,173,10.87,167.23,9.095,-9.028,-0.3,Poled Jib,PJ,OPTIMAL
20,44.4,26.08,30.49,8.141,5.815,18.3,Jib,J,OPTIMAL
20,180,11.47,180,8.904,-8.904,0.3,Asym Spin tacked on CL,AS,
20,165,11.73,153.29,9.2,-8.886,1.3,Asym Spin tacked on CL,AS,
20,150,12.86,127.66,9.788,-8.477,2.9,Asym Spin tacked on CL,AS,
